city,system,section_heading,sentence,raw_number,parsed_value,is_percentage,label,justification
barcelona,baseline,Reach and Activity,"Esperança Barcelona runs two routes on both weekend days, and its page describes service to about 150 people.",150,150.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Reach and Activity,"Participation evidence is also visible in the 45 household units of La Tòfona, 17 families in Borronets and the 15-person waiting list filled within a week at Font Trobada.",45,45.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Reach and Activity,"Participation evidence is also visible in the 45 household units of La Tòfona, 17 families in Borronets and the 15-person waiting list filled within a week at Font Trobada.",17,17.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Reach and Activity,"Participation evidence is also visible in the 45 household units of La Tòfona, 17 families in Borronets and the 15-person waiting list filled within a week at Font Trobada.",15,15.0,False,AUDITABLE_DERIVED,sum(2+13)=15
barcelona,baseline,Reach and Activity,"Font Trobada's 2025 expansion offered 70 plots, while the historical Can Masdeu page describes 50 plots and communal meals of 100–120 plates.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Reach and Activity,"Font Trobada's 2025 expansion offered 70 plots, while the historical Can Masdeu page describes 50 plots and communal meals of 100–120 plates.",70,70.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Reach and Activity,"Font Trobada's 2025 expansion offered 70 plots, while the historical Can Masdeu page describes 50 plots and communal meals of 100–120 plates.",50,50.0,False,AUDITABLE_DERIVED,sum(44+6)=50
barcelona,baseline,Reach and Activity,"Font Trobada's 2025 expansion offered 70 plots, while the historical Can Masdeu page describes 50 plots and communal meals of 100–120 plates.",100,100.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Reach and Activity,"Font Trobada's 2025 expansion offered 70 plots, while the historical Can Masdeu page describes 50 plots and communal meals of 100–120 plates.",120,120.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Digital Presence and Accessibility,"Several retained initiatives maintain current digital evidence, including Userda 9 recruitment and anniversary posts from 2025 and Hort Pla i Armengol activities extending into 2026.",9,9.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Digital Presence and Accessibility,"Several retained initiatives maintain current digital evidence, including Userda 9 recruitment and anniversary posts from 2025 and Hort Pla i Armengol activities extending into 2026.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Digital Presence and Accessibility,"Several retained initiatives maintain current digital evidence, including Userda 9 recruitment and anniversary posts from 2025 and Hort Pla i Armengol activities extending into 2026.",2026,2026.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Digital Presence and Accessibility,"La Sardineta published a 2025 neighbourhood festival programme, while Casa de Llavors lists current visiting times and direct contact channels.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Digital Presence and Accessibility,"Of the 261 candidate URLs, 217 were discarded because they were inaccessible, duplicated another candidate, described an initiative outside Barcelona, documented only a one-off or ended activity, or were not initiative-level FSI pages.",261,261.0,False,AUDITABLE_DIRECT,exact match to evidence value 261
barcelona,baseline,Digital Presence and Accessibility,"Of the 261 candidate URLs, 217 were discarded because they were inaccessible, duplicated another candidate, described an initiative outside Barcelona, documented only a one-off or ended activity, or were not initiative-level FSI pages.",217,217.0,False,AUDITABLE_DERIVED,sum(215+2)=217
barcelona,baseline,Notable Initiatives,"Rebost Solidari de Gràcia combines surplus management, social-service referral and user choice at a scale of nearly 4,000 people per month according to its page.","4,000",4000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Notable Initiatives,Nutrició Sense Fronteres links refrigerated surplus recovery to social organisations and reports more than 1.26 million meals distributed since 2012.,1.26,1.26,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Notable Initiatives,Nutrició Sense Fronteres links refrigerated surplus recovery to social organisations and reports more than 1.26 million meals distributed since 2012.,2012,2012.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Notable Initiatives,"Hort del Mercat combines a 1,750-square-metre rooftop garden, public education, composting and direct fresh-food support for economically vulnerable households.","1,750",1750.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Notable Initiatives,Hort de la Font Trobada demonstrates strong demand for neighbourhood cultivation through its rapidly filled waiting list and transparent allocation of 70 new plots.,70,70.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,baseline,Notable Initiatives,"Screening outcome: 44 of the 261 input URLs were retained as genuine, distinct Barcelona FSIs and 217 were discarded.",44,44.0,False,AUDITABLE_DIRECT,exact match to evidence value 44
barcelona,baseline,Notable Initiatives,"Screening outcome: 44 of the 261 input URLs were retained as genuine, distinct Barcelona FSIs and 217 were discarded.",261,261.0,False,AUDITABLE_DIRECT,exact match to evidence value 261
barcelona,baseline,Notable Initiatives,"Screening outcome: 44 of the 261 input URLs were retained as genuine, distinct Barcelona FSIs and 217 were discarded.",217,217.0,False,AUDITABLE_DERIVED,sum(215+2)=217
brighton,pipeline,Geographic Distribution,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs) across three postal districts, with BN2 (46), BN1 (22), and BN3 (8) representing the full district breakdown.",76,76.0,False,AUDITABLE_DIRECT,exact match to evidence value 76
brighton,pipeline,Geographic Distribution,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs) across three postal districts, with BN2 (46), BN1 (22), and BN3 (8) representing the full district breakdown.",46,46.0,False,AUDITABLE_DIRECT,exact match to evidence value 46
brighton,pipeline,Geographic Distribution,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs) across three postal districts, with BN2 (46), BN1 (22), and BN3 (8) representing the full district breakdown.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
brighton,pipeline,Geographic Distribution,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs) across three postal districts, with BN2 (46), BN1 (22), and BN3 (8) representing the full district breakdown.",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
brighton,pipeline,Geographic Distribution,"BN2, designated as a green (high-density) district, contains the highest concentration of FSIs, accounting for 60% of the total, while BN3, a red (low-density) district, holds the fewest at 10%.",60%,60.0,True,AUDITABLE_DERIVED,46/76(total)*100=60.53 (within 0.55pp of 60)
brighton,pipeline,Geographic Distribution,"BN2, designated as a green (high-density) district, contains the highest concentration of FSIs, accounting for 60% of the total, while BN3, a red (low-density) district, holds the fewest at 10%.",10%,10.0,True,AUDITABLE_DERIVED,8/76(total)*100=10.53 (within 0.55pp of 10)
brighton,pipeline,Geographic Distribution,"BN2’s 46 FSIs far exceed BN1’s 22 and BN3’s 8, reflecting a stark contrast in initiative density between high- and low-density districts.",46,46.0,False,AUDITABLE_DIRECT,exact match to evidence value 46
brighton,pipeline,Geographic Distribution,"BN2’s 46 FSIs far exceed BN1’s 22 and BN3’s 8, reflecting a stark contrast in initiative density between high- and low-density districts.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
brighton,pipeline,Geographic Distribution,"BN2’s 46 FSIs far exceed BN1’s 22 and BN3’s 8, reflecting a stark contrast in initiative density between high- and low-density districts.",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
brighton,pipeline,Geographic Distribution,"BN1, classified as yellow (medium-density), hosts 22 FSIs, which is 29% of the total, suggesting a moderate but significant presence.",22,22.0,False,AUDITABLE_DIRECT,exact match to evidence value 22
brighton,pipeline,Geographic Distribution,"BN1, classified as yellow (medium-density), hosts 22 FSIs, which is 29% of the total, suggesting a moderate but significant presence.",29%,29.0,True,AUDITABLE_DIRECT,exact match to evidence value 29
brighton,pipeline,Geographic Distribution,"BN3’s low count of 8 FSIs, despite being a defined district, highlights uneven resource allocation or engagement.",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
brighton,pipeline,Types of Food Sharing Initiatives,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs), with food_sharing initiatives comprising 51 (67.1%) of the total, followed by food_banks and community_gardens at 8 (10.5%) each.",76,76.0,False,AUDITABLE_DIRECT,exact match to evidence value 76
brighton,pipeline,Types of Food Sharing Initiatives,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs), with food_sharing initiatives comprising 51 (67.1%) of the total, followed by food_banks and community_gardens at 8 (10.5%) each.",51,51.0,False,AUDITABLE_DIRECT,exact match to evidence value 51
brighton,pipeline,Types of Food Sharing Initiatives,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs), with food_sharing initiatives comprising 51 (67.1%) of the total, followed by food_banks and community_gardens at 8 (10.5%) each.",67.1%,67.1,True,AUDITABLE_DIRECT,exact match to evidence value 67.1
brighton,pipeline,Types of Food Sharing Initiatives,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs), with food_sharing initiatives comprising 51 (67.1%) of the total, followed by food_banks and community_gardens at 8 (10.5%) each.",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
brighton,pipeline,Types of Food Sharing Initiatives,"Brighton & Hove hosts 76 Food Sharing Initiatives (FSIs), with food_sharing initiatives comprising 51 (67.1%) of the total, followed by food_banks and community_gardens at 8 (10.5%) each.",10.5%,10.5,True,AUDITABLE_DIRECT,exact match to evidence value 10.5
brighton,pipeline,Types of Food Sharing Initiatives,"A significant proportion of FSIs—34 (44.7%)—incorporate sustainability-focused activities, while 36 (47.4%) integrate educational components, reflecting a strong emphasis on both environmental and social goals.",34,34.0,False,AUDITABLE_DIRECT,exact match to evidence value 34
brighton,pipeline,Types of Food Sharing Initiatives,"A significant proportion of FSIs—34 (44.7%)—incorporate sustainability-focused activities, while 36 (47.4%) integrate educational components, reflecting a strong emphasis on both environmental and social goals.",44.7%,44.7,True,AUDITABLE_DERIVED,34/76(total)*100=44.74 (within 0.55pp of 44.7)
brighton,pipeline,Types of Food Sharing Initiatives,"A significant proportion of FSIs—34 (44.7%)—incorporate sustainability-focused activities, while 36 (47.4%) integrate educational components, reflecting a strong emphasis on both environmental and social goals.",36,36.0,False,AUDITABLE_DIRECT,exact match to evidence value 36
brighton,pipeline,Types of Food Sharing Initiatives,"A significant proportion of FSIs—34 (44.7%)—incorporate sustainability-focused activities, while 36 (47.4%) integrate educational components, reflecting a strong emphasis on both environmental and social goals.",47.4%,47.4,True,AUDITABLE_DERIVED,36/76(total)*100=47.37 (within 0.55pp of 47.4)
